id	interaction_cnt
6a89fe0bc051ecb4919c8677b26d615820241225	0.5
d87953afc8fd857a7a35a9da3bb1efbf20241231	0.5
f8faa5117df8ea6f1efaffa6fab2e7a820241225	0.5
e69926828343509fbfdb43d6a72d92f920241225	0.5
ea53320edc90217f25a0f143e30cb90920241228	0.5
e847730b397509557c15231f7028b4a720241229	0.5
d9d50728308500ef5f5c9cde8c15203020241228	0.5
7f08f1693f5ac2e1b5865160bb0249f920241228	0.5
1a86c22d7015c00acdeb124258911d0320241228	0.5
cd5257f0edb674626b63a657181a83ec20241225	0.5
e750780ab34d3cd28ed555b571c42d1c20241225	0.5
059abeb469bb4b595fd22e05327b7aec20241225	0.5
292b2d85dec26b16dcee07f9918fa33520250103	0.5
98eff2278ce7aaf0cfc22f6b068b829f20241226	0.5
68dbcbc3a2df2a7b5c7ac8842133f06420241225	0.5
571123691c96a9144bad0c780ecbaaff20241229	0.5
09c0ac30c66e3f71dea370f59a182e4d20241226	0.5
d6eb443f4d4fc3a247e64d8938d3fe6120241226	0.5
88ac83fc18d8f49945f8e4bfac7e0d0520241229	0.5
5c1bdb521a3eee8a193e98cb63f1f6fb20241225	0.5
0821892e3e146bc5c5f3624900979ff520241227	0.5
dd2efd7467f6c79008e217e66f2a139720241225	0.5
0e6cd8cf654af9605f650eba0b96fc1120241225	0.5
9e9009651e224458212088e1bdb3124320241229	0.5
de329d2ce7b61e6f2a11b737d4d7100c20241229	0.5
511618979804414720241227	0.5
858f6b3f3d5483f1d04fcb31735d229e20241230	0.5
e7634a51800bc49908578baae535b23020241231	0.5
12cff2986008cc0227ef309992b2841620241228	0.5
a632dbee7b078231e06a4c9bce3eede120241227	0.5
1efc878425275b461421125bde3c7d6f20241228	0.5
43eca83ef0eeba8130d0daab9f2e07d820241231	0.5
c3f240f10bc5bd4daa041cf0742d5e4d20241226	0.5
511618747649681820241227	0.5
d009b1bddcf95552e8b36f22bed518ef20241225	0.5
a9ec6fe0c3b3a7fb7c503622c6e0ccf020241229	0.5
b092afd1967e0e49bff8bfb1d7c130e720241228	0.5
c61a4734e22ac12721107a070fe75c9a20241227	0.5
d0fb9331789ef107a92188a81a5dcfed20241225	0.5
6012341b3e5c8807b115fccb12bffb5d20241225	0.5
cbe68806605578591a941dc4e6e5ce1d20241225	0.5
c5ff161c5d7b0f0c213599163b4daf6d20250104	0.5
511634963615297220241228	0.5
56235ca5b0d62f6b2912f832d7e1661720241225	0.5
c85fd694a270ce792c5c149813bd3d5a20241225	0.5
f650d84d4c44b99e55683141a03b0d5420241226	0.5
5f89c230dba4852b29c623c682f20b9720241225	0.5
dec620ef56e3e2b97c322c82931f962520241226	0.5
fc897536ca40502b14f33beb2a9ff40720241225	0.5
96cfb11a39f61e0755fed63fa569ad7720241228	0.5
28b2172fea502895fea7419fb4cf8b8a20241231	0.5
d90ac17ec9f6f20d2d7765b6f0720cf520241226	0.5
62597c78a3f667f53cddaa3c7de8cc7120241225	0.5
b1050919e58261149a82c8f38e5da59f20241225	0.5
741967a893e0b718db83115ff6d12e5620241226	0.5
ec8d8da2e9481b8ffb84045428667e2320241228	0.5
5f9eed0ed2606889b14492af110cffc220241227	0.5
c578adf5a06df2c451d61c5b8f5ebf8120241226	0.5
4ecc65bc69d278a253f2a8173987e6a120241229	0.5
676587e52465bcff7c7f695f9454ae6620241227	0.5
5460718cfd02f28c2c3381474416e0c720241229	0.5
511618885616094420241227	0.5
48cba4d698900fff59b31af57b43d76a20250102	0.5
61dc206f125541a374b6298a3e15eb2120241226	0.5
3fb7e7e07626dbb9dd61954ba4cc375420241227	0.5
ec81e83a1dd982f955e4a2c9939f12e320241230	0.5
ca0a612926750f297b08168b452e731220241227	0.5
4c883401178e157acb4f7187f7f303bc20241229	0.5
36c760b616b986de68bacc7c79595fdb20241225	0.5
511664975171136620241228	0.5
f4fdce2074d130fc7be9f0cdb2ae14ff20241225	0.5
511619005573018920241227	0.5
28635774cba0b570a80d795c2c5ae55120241228	0.5
2f983142cd58cdf430e6b814c57e625820241231	0.5
cbc9b185513b2a029b5c75be6c07582320241225	0.5
2d6c0c34f6541542ac1fadd1f701eed820241228	0.5
511794405310727920250101	0.5
2546943d3bd92772547d9963c99f366620241227	0.5
111fc3babe694ed327255a991d903e1a20241225	0.5
34ac9929c92596109f62e95c7503e01d20241231	0.5
7225e02c4f3a199b973106cc94f2ae6e20241228	0.5
30c047081ecfec1dadaa26dae8316be320241229	0.5
4f83f12f2e0c41d6d1ceea01a72288d220241225	0.5
b89f2becf3b07ee5808492c40148365f20241225	0.5
8c29a270b81ce3376f9a5d49a64eb7a720241225	0.5
5d818eac2d75560256875320892e209e20241231	0.5
df43aecc4c3301c6c176a8a2e82beaae20241225	0.5
e05551c8362e466a06cbd0bbdd78cc1120241226	0.5
2dd293573a99771618a115ad901fe4a920241225	0.5
6b8c32f5e0762b38b846aa4e67b94e5420241226	0.5
9f3170907f3d657ae1b20bf72f34a22d20241227	0.5
511649870276470120250113	0.5
50b59ee01fa63d6b91b0d5ce67bbaf0520241230	0.5
3d43ed3f1486d9d4420f2512d453fa4b20241228	0.5
704c088326824279be81087d286b7b2420241228	0.5
15b6a837cf0159e3ccf4c55f8be94d8d20241225	0.5
e833eb22a5e108bb50946f66751e25c120241229	0.5
2038a4cee43201045462319a81f7ed4c20241225	0.5
bca67ab1ba481383c97b3e6ddcb9189c20241229	0.5
29d6465df1e3877dbc152fc7955273d820241225	0.5
640f48e4becdd6890b27215e8769818d20241228	0.5
0a13c95523a24b1ca4e7b358f86d056a20241227	0.5
4ae50c89e02aabe00be425227574c2fd20241231	0.5
44496ca7f895f61ee68cedac77269dd020241225	0.5
38e208f1a59dd0fdd745202bc8dd514120241226	0.5
732e9b87aba7433a8dac375cea43830020241226	0.5
6ba21608816b163a1ce45bdd2b33f04420250102	0.5
e11503664cbfe1afe872f431e710b10b20241227	0.5
e6da6652f753f5c849b69ca4ac1793cf20241227	0.5
91401319845687f2906ca373a07eccce20250106	0.5
b1cdb0b691a296921aa0093454d8723320241230	0.5
15dc13629edb852ebd19fe74107dad5820241229	0.5
42fa64c3d7ed70bc31bff4ea502d71bc20241225	0.5
4194b337767fab2a8b762814c1dee85520241228	0.5
511764177931809220250112	0.5
511767694908217020241231	0.5
895321a87038d48fcab80112650a49c320241225	0.5
370e7db9253c0a4f80c5cee726d675fc20241228	0.5
5bc305f474e89523aac60afb495b1c1f20241225	0.5
732a368a78be3bb5a2fddee3af14458420241228	0.5
3b5cac5f81c1a365ea3edaf936d3cd9820250103	0.5
10155f4fc6d820d4c0249a77d4646a7420241227	0.5
9a4eba36c75f14b1645aea81742c6cb820241226	0.5
261b119b9336e2cded95a62e9e191eb120241227	0.5
fd65a93c136a5c8fe773b006bddc95f820241225	0.5
511779427293660820250101	0.5
111c65669273014a0597e414ad6b330f20241225	0.5
de45c6cdebbb0d92ed0a5ea69df194f120241225	0.5
7d7ed77d91b7608df2998077bab0b35920241225	0.5
34fb99a2fddbc46337cc1499856487fc20241225	0.5
7505d808c595c8a4af8eeebde91a0e4120241225	0.5
73f712ffa0ef2b6bed2e09120419535920241229	0.5
4845ee44eadd887d46a4ee4b86aaf8bc20241230	0.5
d898f42cd4e0f137772cc512e8e134cb20241225	0.5
175799b1496ad11e4bbc6522036a0e9120241225	0.5
5e96ab1e8d72c00021ae92d320ab6d9a20241225	0.5
900c904e5530c0cde53eed1a9b8b5a8320241225	0.5
2dc35d57f22bab5ce3e48dbc556bc77d20241225	0.5
76230298a63d47ac80b06f1434032baf20241225	0.5
511732362091120620241231	0.5
eb3f34f5ada9418f02f45e486b0b791220241225	0.5
1787968afc53e5029e520ce1d62cda3520241225	0.5
e2b26aa11e4d06a5f443c3b6d81fbee920241225	0.5
c426b86636d90586b0a8ad85bf1df00720241225	0.5
511622960801725520241227	0.5
818dce944e20dde5aca8c3ee8f4b8d3f20241225	0.5
52a36ac6e7ec8621bf3d908d4cfcb22a20241225	0.5
878ff0ed2ecf4e19c6eb6c3caba7551f20241225	0.5
f7108730e31b4f656fd728893246317c20241227	0.5
512023756354462820250107	0.5
e68fe74fb261791d1f802e8dd127317e20241225	0.5
0e1e7c4fc5ee28fc8dd4a61722d2de9f20241227	0.5
d828d7c4933cae7ab2db3f75cd6fd79b20241227	0.5
bb09acd312a61a17a782dd8b351e171720241225	0.5
a5da1aee6b2ce9f060b663cadc5034f020241227	0.5
f37c7d6941c09fee245142a2e094587220250104	0.5
8212892c97378c2a1559746b26ce065b20241225	0.5
efb84a56727b9797e1e3c5d941cd354e20241230	0.5
3a2bf8f7405457505a08d0910e5561e820241227	0.5
139edbc7faceb9695feb866881f71b8420241227	0.5
c297a0615ba73d2ccfc55b8ba0f7ab5c20241225	0.5
c8ead4a6ecc859a139ef3f2a84e3fa7520241227	0.5
053eb9884c1671db654310cb797ce9da20241227	0.5
a7a2bfabaa8bab8923f4b9b851095dc320241225	0.5
0475564d852bfef954316cf16187edb920241229	0.5
e6e85c1d910f74e33aafe4ea4aaeb9bd20241226	0.5
32a4e82e34b08808d68a7bb727ae4dae20241229	0.5
0beec86a597dba060284d7dd2f8430ab20250104	0.5
d0ba40d20b1a2f2a1a6e32489379e48620241230	0.5
1e699b7aa4c13d1b18516c5befe89da420241228	0.5
10674c690a05c7caf976aadab931db1920250102	0.5
24671ea6678c878b448b5ff23a39d95e20241231	0.5
1e6d11db8057744074534b34615ce53d20241229	0.5
ca47ec5bf0026260820d1e8b991a015020241229	0.5
511799063767084520250101	0.5
5830547c74f247c2a67f2a00dfb6b96820241230	0.5
511773857677368020241231	0.5
83751afe5e410907caa0524d64c79ed320241225	0.5
266cc9371b60dd1550330b297010dcc420241225	0.5
168472f5c5eafbb397a1cdc1fce2513620241225	0.5
37244bdfa51c8676915046c288c0655120250103	0.5
511781514772531120250101	0.5
923a5346423907630473e4c745aa067720241227	0.5
8262c3a62369c9839aa34f9790f8ccca20241225	0.5
86428e086f4bf6e38fbb93080f60bc5020241230	0.5
4d38e6443eabb7c77ef3545eeeca5a1220241231	0.5
5f007bbcf04f470829d0b26b00c3555920241229	0.5
a203dfe72ea0398e2a9c80683e4d6b7020241225	0.5
d146a76770d0adb234a3818b974db14e20241228	0.5
f6bd1292a6d2153f4d45971b3ca7049d20241227	0.5
9e3173131d4bd539e2f5cbdc5f774ee220241228	0.5
2b0f85e16f7f230bb7872029cf4502d920241225	0.5
37fb53c05ca8caa10be72b9ce0d8559b20241228	0.5
19eadaeff40a2b0814df4d0c7d8c59f820241225	0.5
f4c39f2e95a62c609fbb0e29957454df20241228	0.5
208f3720acafffa2d0ce358ea81fcf7620241228	0.5
15c8def682795358dd02209ed780cc5e20241225	0.5
f927f7eb0c76b9f4322ce8b23278dd0820241225	0.5
321f96499dfb57471e2bb7e13b9019ac20241225	0.5
c7fd83b9c5b84a1adf5f49e26672f21720241225	0.5
068c736e6a320b8a6aded5452f11495120241226	0.5
e60e1358b9fc505a562bdec15180c5fd20250101	0.5
ceddafd876ea5cb6ca7c3dac6a361b5220241227	0.5
823e4a8f33d0ed09150ab8172e5bd2b320241228	0.5
5b6956dc5cc7d07adb4cac4db62a5d8020241231	0.5
d0d1b934fd56cd1c7f40e8e90105a8ec20241227	0.5
65fbb1fcb48d31785b7cc8e02aec3c1120241229	0.5
4e10f7edc03b37987a5193b0d747358520241225	0.5
cd259a9849e44f44cd52c7ded2596a9820250102	0.5
edf7625edb77c3ad5a3f8996ed9b0c0f20241229	0.5
2433127dd2ba6f61f5a442339bff796020241228	0.5
f76f1100af96bdcbb0db44c730f569a120241228	0.5
511764787495112820241231	0.5
017227d9efb7f169814d17db558aba1920250103	0.5
299321a3899f961137b9e2c1ffbd0d0020241225	0.5
9e911f0600e68ee1113482f49a5cdcdc20241229	0.5
b9abb4556ac017e74e6d8e6d8e55464f20241228	0.5
d4cbe068fde541cd9b9636f354d4d12520250102	0.5
978e65b97c21f50d4b37a32ec50987e720241228	0.5
a133d1a139593ba8d0d5aac77b6af77220241225	0.5
767757488a1d6278236e055e6e1e2efd20241227	0.5
94728fa6f99d3d95f40f54d4cde6582120250101	0.5
50f6233e77fe6809eecb47451dbcf4cf20241227	0.5
511618889049867420241227	0.5
511773401730647820241231	0.5
45cb3bb3833029d5643bf98b2883bdca20250103	0.5
511665516629660820241231	0.5
804dd181fa7eb926258100d5431a3f5220241225	0.5
c412950fdc13bbd8918ca009ef54802e20241227	0.5
12ccecbe865e902dc88ec5af0b85e3c820241225	0.5
557fb0092debb1d78055d8887cea780020241225	0.5
02840c582776988b3f0a9775b12814ff20241225	0.5
38ac47a24aa5c4e68bea088d4354614820250103	0.5
af62f76a0391c3fdc928a7279b3d32dc20241227	0.5
75b8e1e82e015d01a4664f3233abb5ea20241231	0.5
46372dee31050fbdee60fa217134bfc520241228	0.5
ef18d85d6c7e8771c86e9d2d7d48b8f020241228	0.5
81aa166e76602e52ace83816cb81a89b20241227	0.5
f38c9474f9e4af9fa993f9e2b24692eb20241225	0.5
ab23b5dc1e4c2b96188f1ce43e0ce14220241227	0.5
8c90e788b9a0fa6fcd49ccb2b134e6de20241225	0.5
deacc4c32dc0545adbb9c6cd7c20818520241225	0.5
9282742d9341904ee1f920f7edf224ab20241228	0.5
afcfebe31c45c330bf011950c3f8203b20241228	0.5
a81393dcbf767915ca2c967cecea2c2e20241227	0.5
1c322ca1591367fc9b47c90d5c68d17620250104	0.5
ce122f0d1e4acc5e4b27933abafaef1320250106	0.5
5e50cc7521557ade3a6670be2bebd83a20241225	0.5
5d68c8578441634bb85b9b6b85aece1b20241225	0.5
59a4292db0c51053f77d7fc76ddadc1920241231	0.5
8bd9145ccadc31fb0fa4c35252bd038320241225	0.5
439c3953de5a9f08b5fd12481b2850f420241226	0.5
699f18a316b8e430d8cba5c842588e5e20241228	0.5
d1c066cf62d640f02df0cc792b8c445820241225	0.5
b337d57835034b4b84ec7ac7d28a420a20241229	0.5
cd106a110dfaceb203bafbdbad376cd220241228	0.5
c5fbb08e66370df8aa04c7a60c7c709120241225	0.5
6b8e596b42e7210cce304d704dd0954120241225	0.5
511619002689286820241227	0.5
64e919c7140a61a2538bb3767246602420241225	0.5
efe34535bfebceb6235a6d1657f2aeca20241227	0.5
e8de2cf3ede1d648291f129c048abea520241225	0.5
7868820d89dc3c5978f2bc8c37530d8620241225	0.5
4eb52050757903ac6b351dd968a44bae20241225	0.5
511781346083074320250101	0.5
5abf5bdde79ff3e3cee8c264a5f4c64820241229	0.5
6265159c8478873ba9c86ce21d34bac120250104	0.5
2740f02adf20439787a2442943c1844420241228	0.5
3fafd7d5edb874c5b3e0d48ca519c1df20241225	0.5
ad63b258237644198baeed9bba19c44420241228	0.5
160314e265b6ab7138e79f0edb9334d920241228	0.5
c9d20414382e7cb807c70e063ed547bd20241226	0.5
e09c81754751df1f29d5fd976374463920241229	0.5
a60680bbc9f371217a45e33aea04af4120241225	0.5
78b6b676e7875ada194cda2653713aa420241229	0.5
3eb50cab4eddf63fc6eb8141d68b579f20241228	0.5
553c51f395f98ea76202696dc229b6fb20241226	0.5
2d71a2d9a8fd78e4e0a31f023e61d8ca20241225	0.5
77fcdfc5596214cae552fecfa0b9249920241230	0.5
2e74aa701ed4e4f2a3e191e68d2b7f0220241228	0.5
907001fe2dd9b32fd3d1439be752dc5320241228	0.5
3e9ca1e97894675521243dd8f9701e5620241228	0.5
af364517bf75009ff746856a7b05ec8020241225	0.5
53ebf597dad97b7e6340e1f666b8aa1b20241227	0.5
ce7c8f5b087b4f60f8da7c3850a544f020241225	0.5
fb5c9ec5a8d4cbd0b23c675350b9632f20241225	0.5
cadd828ecae7858113c9f351a79073b720241227	0.5
511766367856245020241231	0.5
4e46d007c5f4186c3e39b5ff4d59386020241227	0.5
a89a4fb77a9e9ee31afde3f430f6c3c020241225	0.5
3ff681a1f836b35bc7bfcf0b6fc97d0e20241225	0.5
0f19ac0f3a67d94a36805bc906aa2ba520241225	0.5
fece6ac09e33c975964cc01e9709cdac20250102	0.5
80412b8b17e326a4212c3c34eaa9b2c120241225	0.5
07d8bc0618119d4e32666e542942aab120241225	0.5
511623099633261220241227	0.5
cfad4b64f34a2d9be277ebe20a353b3d20241225	0.5
2e6310ed0fd1cf08f4d8db236090a68d20241225	0.5
63d66a4039be51b10e0db87f80985d0820241225	0.5
511577606062091220241226	0.5
6b28ed10fa5bb53cedec28bb7795c60720241229	0.5
2c14d3d58dd41638622ddff866015d3120241227	0.5
09ee464eb6d7b20d0bbaeb0edb9ae2ee20241227	0.5
5d015eb4fa7c7314e010ce8c2823da9920241225	0.5
f03ff3c4565472157750c806e5ee649920241228	0.5
14a60a550cfbf8be2ed2107c8f55a09720241225	0.5
c11ab687585b1602a1743b65649f896e20241227	0.5
c386f00e885da451cb9ef27b3c6dfabc20241229	0.5
99baa99ae49958eae3e58d811d8faf3a20250102	0.5
61b95e8184cc3192899e8027163fae5f20241230	0.5
50b5f9e6a20f976c569ca5922de65b1620241228	0.5
091ed8cfdf0a823c3d8765bdced770e120241225	0.5
2095cd3382be224f0303afb2d3b1d4d820241229	0.5
6cd71f4a5ad9056eb2f1d32b6bd9fb1120241225	0.5
fd90319b91f0357ce9f45afe6672bdc020241229	0.5
accdeede2d0c9c9392646936aa5cff6c20241226	0.5
bb571a5a4825572cc8b80c2769751b8020241226	0.5
511795994349147520250101	0.5
511845607040732420250102	0.5
87623eb6ca33278563be39b819507bc920241231	0.5
1dd43f936928ba2c0aa90935b52f08d420241226	0.5
17489497c612423b850542f5b613890520241225	0.5
769445212f8a80c3d72ea36cab735bf420241227	0.5
511650876201747920241228	0.5
021d424363e34d67a60942a1bbea92ea20241228	0.5
672abcde498e7bb2ae5bf3aecb8c0de320241225	0.5
92e6d6471bdde5e3b92b424e4a36d6bd20241227	0.5
e0059b96fdd7e853a7812aac7f410c3020241228	0.5
90b524df59cd67fca47e889a444dc20a20241226	0.5
168b3df24014ba3d28bcce123aa9705f20241229	0.5
f75e860cf9aa2cf8b7208f5a1c5c5edb20241225	0.5
51e4e42a5a327272a67599cecc1dcf1720241228	0.5
7e2b36814c628573da0952e0e346eaa620241229	0.5
64d2193cc3fcf36d1dcbb2cb60d309c920241230	0.5
ee65ac855bb8cec3e6820b19b5fd2f7120241227	0.5
8aef1656f556cb166ea67626596600a420241225	0.5
c0283bd81589ad6137ad80656897b46a20241228	0.5
511764924570078120241231	0.5
b5762620820e6151657a0194ec1bde8320241225	0.5
16f20a673af6b82c695e930d89a3d2d120241225	0.5
c5a2d6c448537f735bcfb7c6d20a3eb720241225	0.5
e745f8c605968ec404f7fc359146002a20241229	0.5
0fd088f445c6ae8535edfa07368c549720241227	0.5
479af8ff5c680398c236055840d2719520241225	0.5
